158,1660020206.7354066,1660020206.7358484
159,1660020206.7358665,1660020206.7364326
160,1660020206.7364497,1660020206.736883
161,1660020206.7368987,1660020206.7374494
162,1660020206.7374659,1660020206.7375605
163,1660020206.737573,1660020206.7380016
164,1660020206.7380178,1660020206.7456481
165,1660020206.7456887,1660020206.7458222
166,1660020206.745836,1660020206.7464454
167,1660020206.7464612,1660020206.7469404
168,1660020206.7469573,1660020206.7469752
169,1660020206.7469854,1660020206.7475479
170,1660020206.7475662,1660020206.7482133
171,1660020206.748232,1660020206.7486515
172,1660020206.7486682,1660020206.7492201
173,1660020206.749238,1660020206.7496817
174,1660020206.749699,1660020206.7502515
175,1660020206.750269,1660020206.7503839
176,1660020206.7503972,1660020206.7508519
177,1660020206.7508667,1660020206.7597613
178,1660020206.7597966,1660020206.75992
179,1660020206.7599454,1660020206.7605045
180,1660020206.7605207,1660020206.7610104
181,1660020206.7610264,1660020206.7610419
182,1660020206.7610524,1660020206.761492
183,1660020206.7615066,1660020206.7621286
184,1660020206.7621458,1660020206.7626183
185,1660020206.7626343,1660020206.763306
186,1660020206.7633262,1660020206.7637587
187,1660020206.7637749,1660020206.7643673
188,1660020206.764384,1660020206.764484
189,1660020206.7644956,1660020206.764941
190,1660020206.7649553,1660020206.7720802
191,1660020206.772113,1660020206.7722254
192,1660020206.7722385,1660020206.772936
193,1660020206.7729516,1660020206.7734344
194,1660020206.7734513,1660020206.7734659
195,1660020206.773476,1660020206.773896
196,1660020206.7739105,1660020206.7744956
197,1660020206.7745113,1660020206.7749333
198,1660020206.7749522,1660020206.775608
199,1660020206.7756288,1660020206.776052
200,1660020206.7760687,1660020206.7766035
201,1660020206.7771375,1660020206.777261
202,1660020206.7772813,1660020206.7779639
203,1660020206.777985,1660020206.7780035
204,1660020206.778014,1660020206.7780223
205,1660020206.7780318,1660020206.7780404
206,1660020206.7780747,1660020206.7780838
207,1660020206.778093,1660020206.7781036
208,1660020206.7781117,1660020206.77812
209,1660020206.778128,1660020206.778135
210,1660020206.778144,1660020206.7781525
211,1660020206.7781646,1660020206.7781756
212,1660020206.7781842,1660020206.7862515
213,1660020206.7862864,1660020206.7871344
214,1660020206.7871566,1660020206.7926128
215,1660020206.7926402,1660020206.7928007
216,1660020206.7928162,1660020206.7942977
217,1660020206.7943163,1660020206.7943404
218,1660020206.7943509,1660020206.8029585
219,1660020206.802993,1660020206.803222
220,1660020206.8032398,1660020206.8088415
221,1660020206.808869,1660020206.8090007
222,1660020206.8090165,1660020206.810473
223,1660020206.8104925,1660020206.810515
224,1660020206.8105247,1660020206.8180451
225,1660020206.81807,1660020206.818174
226,1660020206.8181868,1660020206.8241155
227,1660020206.8241558,1660020206.8242838
228,1660020206.824304,1660020206.8256245
229,1660020206.8256426,1660020206.8256648
230,1660020206.8256755,1660020206.8342364
231,1660020206.8342662,1660020206.834376
232,1660020206.83439,1660020206.840035
233,1660020206.8400617,1660020206.8402061
234,1660020206.8402233,1660020206.841608
